artikel_id;udbud_id;url;udd6;Titel;Educational_Category;displaydocclass;kaldenavn;hovedinst;hovedinsttx;instkommune;instkommunetx;instregion;instregiontx;afbrud_statusaar;afbrud_n;afbrud;afbrud_aggr;timetal_statusaar;timetal_OfSupervision;timetal_WithFewStudents;timetal_WithManyStudents;branche_statusaar;branche_n;branchepct1;branchepct2;branchepct3;branchepct4;branchepctprivat1;branchepctprivat2;branchepctprivat3;branchepctprivat4;branchetxt1;branchetxt2;branchetxt3;branchetxt4;offt_privat;ledighed_nyudd_statusaar;ledighed_nyudd_n;ledighed_nyudd;ledighed_nyudd_aggr;maanedloen_nyudd_statusaar;maanedloen_nyudd_n;maanedloen_nyudd;maanedloenp25_nyudd;maanedloenp75_nyudd;maanedloen_nyudd_aggr;ledighed_10aar_statusaar;ledighed_10aar_n;ledighed_10aar;ledighed_10aar_aggr;maanedloen_10aar_statusaar;maanedloen_10aar_n;maanedloen_10aar;maanedloenp25_10aar;maanedloenp75_10aar;maanedloen_10aar_aggr;studbesvarelser_antal;studbesvarelser_pct;fagligmiljo_statusaar;fagligmiljo_n;fagligmiljo_ntotal;fagligmiljo_likert;fagligtmotivation_statusaar;fagligtmotivation_n;fagligtmotivation_ntotal;fagligtmotivation_likert;medstuderende_n;medstuderende_ntotal;medstuderende_likert;medstuderende_statusaar;socialtmiljo_statusaar;socialtmiljo_n;socialtmiljo_ntotal;socialtmiljo_likert;socialtmotivation_statusaar;socialtmotivation_n;socialtmotivation_ntotal;socialtmotivation_likert;tidsforbrug_p50;tidsforbrug_undv_pct;tidsforbrug_n;tidsforbrug_arbejde;tidsforbrug_arbejde_n;tidsforbrug_studjob_pct;udb_undervisning_statusaar;udbytte_undervisning_n;udbytte_undervisning_ntotal;udbytte_undervisning_likert;uddaktivitet_opgaver_pct;uddaktivitet_praktik_pct;uddaktivitet_statusaar;uddaktivitet_udlandsophold_pct;uddaktivitet_undervisning_pct;und_engagerede_statusaar;undervisere_engagerede_n;undervisere_engagerede_ntotal;undervisere_engagerede_likert;und_feedback_statusaar;undervisere_feedback_n;undervisere_feedback_ntotal;undervisere_feedback_likert;und_hjaelp_statusaar;undervisere_hjaelp_n;undervisere_hjaelp_ntotal;undervisere_hjaelp_likert;und_kontakt_statusaar;undervisere_kontakt_n;undervisere_kontakt_ntotal;undervisere_kontakt_likert;undervisningsform_statusaar;undervisningsform_n;undervisningsform_p1;undervisningsform_p2;undervisningsform_p3;undervisningsform_p4;undervisningsform_p5;ensom_statusaar;ensom_n;ensom_ntotal;ensom_likert;ensom_altid;ensom_ofte;ensom_nogle;ensom_sjaeldent;ensom_aldrig;stress_daglig_statusaar;stress_daglig_n;stress_daglig_ntotal;stress_daglig_likert;stress_daglig_altid;stress_daglig_ofte;stress_daglig_nogle;stress_daglig_sjaeldent;stress_daglig_aldrig;tilpas_statusaar;tilpas_n;tilpas_ntotal;tilpas_likert;dimbesvarelser_antal;dimbesvarelser_pct;foerstejob_statusaar;foerstejob_n;foerstejob1pct;foerstejob1tx;foerstejob2pct;foerstejob2tx;foerstejob3pct;foerstejob3tx;foerstejob4pct;foerstejob4tx;arbejdsform_statusaar;arbejdsform_n;arbejdsform_fastedagtimer_pct;arbejdsform_faste_aften_nat_pct;arbejdsform_fleksible_pct;arbejdsform_skiftende_pct;arbejdsform_tilretteselv_pct;arbejdsform_andet_pct;arbejdsform_andet_pct2;arbejdstid_statusaar;arbejdstid_n;arbejdstid_timer;jobskabende_statusaar;jobskabende_n;jobskabende_p1;jobskabende_p2;jobskabende_p3;jobskabende_p4;jobskabende_p5;kompetencerudd_statusaar;kompetencerudd_n;kompetencerudd_p1;kompetencerudd_p2;kompetencerudd_p3;kompetencerudd_p4;kompetencerudd_p5;rel_over_udd_job_statusaar;relevans_overens_udd_job_n;relevans_overens_udd_job_ntotal;relevans_overens_udd_job_likert;ruster_til_job_statusaar;ruster_til_job_n;ruster_til_job_ntotal;ruster_til_job_likert;udlandet_statusaar;udlandet_n;udlandet_dk25_pct;udlandet_dk_pct;udlandet_udlandet_pct;hyppigsteid1;hyppigsteid2;hyppigsteid3;hyppigstepct1;hyppigstepct2;hyppigstepct3;hyppigstetx1;hyppigstetx2;hyppigstetx3;hyppigste_statusaar;hyppigste_n;ivaerksaetteri_statusaar;ivaerksaetteri_n;ivaerksaetteri
udb2-dipstaerkstroem;657410;www.ug.dk/uddannelser/professionsbacheloruddannelser/tekniskeogteknologiskeudd/diplomingenioeruddannelser/diplomingenioer-elektrisk-energiteknologi;525,000,525,100,533,000;Diplomingeniør - elektrisk energiteknologi;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;751465;Aarhus Universitet;657;Herning;1082;Midtjylland;201910-202209;41;27;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb2-dipstaerkstroem;751418;www.ug.dk/uddannelser/professionsbacheloruddannelser/tekniskeogteknologiskeudd/diplomingenioeruddannelser/diplomingenioer-elektrisk-energiteknologi;525,000,525,100,533,000;Diplomingeniør - elektrisk energiteknologi;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;751465;Aarhus Universitet;751;Aarhus;1082;Midtjylland;201910-202209;184;13;;E2021/F2022;24;225;63;201911-202111;785;31;24;16;28;100;100;34;88;Videnservice;Industri;Energiforsyning;Øvrige brancher;86;201904-202212;95;3;;201901-202112;35;35.7;33.4;39.7;;Ingen data;;;;201901-202112;2;45.3;39.9;54.2;Institutionstal for undergruppe: Diplomingeniører, prof. bach.;73;34;202110-202112;73;73;4,07;202110-202112;71;73;3,92;72;73;4;202110-202112;202110-202112;72;73;4,1;202110-202112;72;73;4,06;37;65;72;8;41;78;202110-202112;73;73;3,82;9,52;14,29;E2021/F2022;0;76,19;Ingen data;;;;Ingen data;;;;Ingen data;;;;202110-202112;72;73;4;202110-202112;73;Klasseundervisning (holdundervisning);Projektarbejde (både individuelt og i grupper);Øvelsestimer (herunder værksteds- og laboratoriearbejde);Gruppearbejde (læsegruppe, studiegruppe);Forelæsninger;202110-202112;73;73;3,89;4;5;22;34;34;202110-202112;73;73;3,73;7;12;16;30;34;202110-202112;72;73;3,86;19;43;202110-202112;19;42;Jeg søgte og blev ansat efter et stillingsopslag;26;Jeg fik job gennem mit netværk;11;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;11;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;202110-202112;19;21;0;53;11;16;0;11;202110-202112;19;38;202110-202112;19;De kompetencer, jeg fik fra uddannelsen;Jeg har den uddannelse, som er en forudsætning for jobbet;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller p;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Studiejob;202110-202112;19;Tilegnelse af ny viden;Evnen til at samarbejde;Tekniske kompetencer;Min evne til at arbejde struktureret og overholde deadlines;Anvendelse af teori og metode inden for mit fagområde;202110-202112;18;19;3,28;202110-202112;19;19;3,89;202110-202112;19;5;84;11;;;;;;;;;;Ingen data;;;;
udb2-dipstaerkstroem;999999;www.ug.dk/uddannelser/professionsbacheloruddannelser/tekniskeogteknologiskeudd/diplomingenioeruddannelser/diplomingenioer-elektrisk-energiteknologi;525,000,525,100,533,000;Diplomingeniør - elektrisk energiteknologi;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;398;20;;E2021/F2022;34;108;176;201911-202111;1752;39;19;16;27;97;29;100;80;Videnservice;Energiforsyning;Industri;Øvrige brancher;80;201904-202212;205;4;;201901-202112;81;36.6;33.6;40.3;;201904-202212;37;0;;201901-202112;17;50.5;46;64.6;;123;30;202110-202112;122;123;4,01;202110-202112;119;123;3,88;122;123;3,93;202110-202112;202110-202112;119;123;4,01;202110-202112;119;123;3,8;38;63;122;8;72;78;202110-202112;123;123;3,84;11,11;14,29;E2021/F2022;0;74,6;202110-202112;23;23;4,48;202110-202112;21;23;3,81;202110-202112;23;23;3,7;202110-202112;122;123;4,08;202110-202112;123;Klasseundervisning (holdundervisning);Projektarbejde (både individuelt og i grupper);Øvelsestimer (herunder værksteds- og laboratoriearbejde);Gruppearbejde (læsegruppe, studiegruppe);Selvstudie (forberedelse, læsning, hjemmeopgaver);202110-202112;123;123;3,88;3;9;20;33;35;202110-202112;122;123;3,66;7;11;22;30;30;202110-202112;122;123;3,8;38;34;202110-202112;38;29;Jeg søgte og blev ansat efter et stillingsopslag;26;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;18;Jeg fik job gennem mit netværk;16;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;202110-202112;38;16;0;53;5;26;0;5;202110-202112;38;39;202110-202112;38;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller p;Jeg har den uddannelse, som er en forudsætning for jobbet;De kompetencer, jeg fik fra uddannelsen;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Studiejob;202110-202112;38;Tilegnelse af ny viden;Tekniske kompetencer;Evnen til at samarbejde;Min evne til at arbejde struktureret og overholde deadlines;Tværfaglige og projektorienterede kompetencer;202110-202112;37;38;3,14;202110-202112;38;38;3,79;202110-202112;38;11;84;5;;;;;;;;;;Ingen data;;;;
udb2-dipsundhedogomsorg;151409;www.ug.dk/uddannelser/professionsbacheloruddannelser/tekniskeogteknologiskeudd/diplomingenioeruddannelser/diplomingenioer-sundhedsteknologi;856300;Diplomingeniør - sundhedsteknologi;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;173405;Danmarks Tekniske Universitet;151;Ballerup;1084;Hovedstaden;Ingen data;;;;Ingen data;;;;201911-202111;21;43;24;14;19;0;40;100;75;Sundhed og socialvæsen;Information og kommunikation;Industri;Øvrige brancher;38;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;37;31;202110-202112;37;37;3,73;202110-202112;37;37;3,65;37;37;3,62;202110-202112;202110-202112;37;37;3,24;202110-202112;36;37;3,39;42;57;34;10;23;88;202110-202112;37;37;3,73;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;202110-202112;35;37;3,66;202110-202112;37;Klasseundervisning (holdundervisning);Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Gruppearbejde (læsegruppe, studiegruppe);Forelæsninger;202110-202112;37;37;3,54;3;16;41;5;35;202110-202112;35;37;3,03;6;26;43;11;14;202110-202112;36;37;3,56;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb2-dipsundhedogomsorg;280442;www.ug.dk/uddannelser/professionsbacheloruddannelser/tekniskeogteknologiskeudd/diplomingenioeruddannelser/diplomingenioer-sundhedsteknologi;856300;Diplomingeniør - sundhedsteknologi;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;173405;Danmarks Tekniske Universitet;173;Lyngby-Taarbæk;1084;Hovedstaden;201910-202209;109;27;;E2021/F2022;15;129;226;201911-202111;213;43;11;11;35;22;100;96;41;Information og kommunikation;Industri;Handel;Øvrige brancher;45;201904-202212;76;7;;201901-202112;32;33.85;32.15;36.55;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;9,52;14,29;E2021/F2022;0;76,19;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb2-dipsundhedogomsorg;751418;www.ug.dk/uddannelser/professionsbacheloruddannelser/tekniskeogteknologiskeudd/diplomingenioeruddannelser/diplomingenioer-sundhedsteknologi;856300;Diplomingeniør - sundhedsteknologi;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;751465;Aarhus Universitet;751;Aarhus;1082;Midtjylland;201910-202209;158;22;;E2021/F2022;16;47;264;201911-202111;306;32;22;16;30;98;0;100;44;Information og kommunikation;Offentlig administration, forsvar og politi;Industri;Øvrige brancher;61;201904-202212;99;4;;201901-202112;31;32.6;28.9;35.8;;Ingen data;;;;201901-202112;4;45.3;39.9;54.2;Institutionstal for undergruppe: Diplomingeniører, prof. bach.;47;29;202110-202112;47;47;4,19;202110-202112;47;47;4,11;47;47;4,06;202110-202112;202110-202112;47;47;4,21;202110-202112;47;47;4,06;40;65;47;7,5;30;71;202110-202112;47;47;4,26;9,52;14,29;E2021/F2022;0;76,19;Ingen data;;;;Ingen data;;;;Ingen data;;;;202110-202112;46;47;4,13;202110-202112;47;Klasseundervisning (holdundervisning);Projektarbejde (både individuelt og i grupper);Øvelsestimer (herunder værksteds- og laboratoriearbejde);Selvstudie (forberedelse, læsning, hjemmeopgaver);Gruppearbejde (læsegruppe, studiegruppe);202110-202112;47;47;3,72;0;9;32;38;21;202110-202112;45;47;3,44;4;16;29;33;18;202110-202112;47;47;3,91;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb2-dipsundhedogomsorg;999999;www.ug.dk/uddannelser/professionsbacheloruddannelser/tekniskeogteknologiskeudd/diplomingenioeruddannelser/diplomingenioer-sundhedsteknologi;856300;Diplomingeniør - sundhedsteknologi;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;267;24;;E2021/F2022;15;88;245;201911-202111;540;36;16;14;34;61;0;3;92;Information og kommunikation;Offentlig administration, forsvar og politi;Sundhed og socialvæsen;Øvrige brancher;54;201904-202212;175;6;;201901-202112;63;33.4;31.1;35.9;;Ingen data;;;;201901-202112;4;;;;;84;30;202110-202112;84;84;3,99;202110-202112;84;84;3,9;84;84;3,87;202110-202112;202110-202112;84;84;3,79;202110-202112;83;84;3,77;40;61;81;8;53;78;202110-202112;84;84;4,02;9,52;14,29;E2021/F2022;0;76,19;Ingen data;;;;Ingen data;;;;Ingen data;;;;202110-202112;81;84;3,93;202110-202112;84;Klasseundervisning (holdundervisning);Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Gruppearbejde (læsegruppe, studiegruppe);Forelæsninger;202110-202112;84;84;3,64;1;12;36;24;27;202110-202112;80;84;3,26;5;20;35;24;16;202110-202112;83;84;3,76;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb2-dipteknologiogoekonomi;280442;www.ug.dk/uddannelser/professionsbacheloruddannelser/tekniskeogteknologiskeudd/diplomingenioeruddannelser/diplomingenioer-it-og-oekonomi;5,268,005,685;Diplomingeniør - it og økonomi;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;173405;Danmarks Tekniske Universitet;173;Lyngby-Taarbæk;1084;Hovedstaden;201910-202209;123;24;;E2021/F2022;17;167;182;201911-202111;123;64;8;7;20;96;70;100;56;Information og kommunikation;Videnservice;Industri;Øvrige brancher;86;201904-202212;48;0;;201901-202112;15;36.6;33.3;40.7;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;9,52;14,29;E2021/F2022;0;76,19;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb2-dipteknologiogoekonomi;999999;www.ug.dk/uddannelser/professionsbacheloruddannelser/tekniskeogteknologiskeudd/diplomingenioeruddannelser/diplomingenioer-it-og-oekonomi;5,268,005,685;Diplomingeniør - it og økonomi;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;123;24;;E2021/F2022;17;167;182;201911-202111;123;64;8;7;20;96;70;100;56;Information og kommunikation;Videnservice;Industri;Øvrige brancher;86;201904-202212;48;0;;201901-202112;15;36.6;33.3;40.7;;201904-202212;19;1;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;9,52;14,29;E2021/F2022;0;76,19;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb2-diptrafikogtransport;151409;www.ug.dk/uddannelser/professionsbacheloruddannelser/tekniskeogteknologiskeudd/diplomingenioeruddannelser/diplomingenioer-mobilitet-transport-og-logistik;525,300,528,300,533,000,000,000;Diplomingeniør - mobilitet, transport og logistik;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;173405;Danmarks Tekniske Universitet;151;Ballerup;1084;Hovedstaden;Ingen data;;;;Ingen data;;;;201911-202111;1013;24;20;16;40;100;100;98;67;Industri;Handel;Information og kommunikation;Øvrige brancher;87;Ingen data;;;;Ingen data;;;;;;201904-202212;76;2;;201901-202112;36;45.45;39.2;56.95;;163;20;202110-202112;161;163;3,86;202110-202112;161;163;3,67;162;163;3,48;202110-202112;202110-202112;161;163;3,82;202110-202112;159;163;3,56;38;57;157;12;98;83;202110-202112;162;163;3,7;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;2;;202110-202112;161;163;3,7;202110-202112;163;Forelæsninger;Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Klasseundervisning (holdundervisning);Selvstudie (forberedelse, læsning, hjemmeopgaver);202110-202112;161;163;3,77;4;11;20;37;29;202110-202112;159;163;3,56;3;19;26;25;28;202110-202112;160;163;3,8;69;25;202110-202112;69;35;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;26;Jeg søgte og blev ansat efter et stillingsopslag;12;Jeg fik job gennem mit netværk;10;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;202110-202112;69;12;0;70;3;16;0;3;202110-202112;69;39;202110-202112;69;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller p;Jeg har den uddannelse, som er en forudsætning for jobbet;De kompetencer, jeg fik fra uddannelsen;Studiejob;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);202110-202112;68;Tekniske kompetencer;Anvendelse af teori og metode inden for mit fagområde;Min evne til at arbejde struktureret og overholde deadlines;Tilegnelse af ny viden;Omsætte teori til praksis;202110-202112;68;69;3,66;202110-202112;68;69;3,94;202110-202112;69;1;99;0;;;;;;;;;;Ingen data;;;;
udb2-diptrafikogtransport;280442;www.ug.dk/uddannelser/professionsbacheloruddannelser/tekniskeogteknologiskeudd/diplomingenioeruddannelser/diplomingenioer-mobilitet-transport-og-logistik;525,300,528,300,533,000,000,000;Diplomingeniør - mobilitet, transport og logistik;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;173405;Danmarks Tekniske Universitet;173;Lyngby-Taarbæk;1084;Hovedstaden;201910-202209;730;13;;E2021/F2022;34;151;175;201911-202111;2522;39;33;8;20;97;99;0;79;Videnservice;Bygge og anlæg;Offentlig administration, forsvar og politi;Øvrige brancher;86;201904-202212;464;7;;201901-202112;253;34.9;32;37.7;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;9,52;14,29;E2021/F2022;0;76,19;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb2-diptrafikogtransport;999999;www.ug.dk/uddannelser/professionsbacheloruddannelser/tekniskeogteknologiskeudd/diplomingenioeruddannelser/diplomingenioer-mobilitet-transport-og-logistik;525,300,528,300,533,000,000,000;Diplomingeniør - mobilitet, transport og logistik;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;730;13;;E2021/F2022;34;151;175;201911-202111;3535;31;24;11;34;96;99;100;65;Videnservice;Bygge og anlæg;Industri;Øvrige brancher;86;201904-202212;464;7;;201901-202112;253;34.9;32;37.7;;201904-202212;301;1;;201901-202112;36;45.45;39.2;56.95;;163;20;202110-202112;161;163;3,86;202110-202112;161;163;3,67;162;163;3,48;202110-202112;202110-202112;161;163;3,82;202110-202112;159;163;3,56;38;57;157;12;98;83;202110-202112;162;163;3,7;9,52;14,29;E2021/F2022;0;76,19;Ingen data;;;;Ingen data;;;;Ingen data;;2;;202110-202112;161;163;3,7;202110-202112;163;Forelæsninger;Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Klasseundervisning (holdundervisning);Selvstudie (forberedelse, læsning, hjemmeopgaver);202110-202112;161;163;3,77;4;11;20;37;29;202110-202112;159;163;3,56;3;19;26;25;28;202110-202112;160;163;3,8;69;25;202110-202112;69;35;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;26;Jeg søgte og blev ansat efter et stillingsopslag;12;Jeg fik job gennem mit netværk;10;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;202110-202112;69;12;0;70;3;16;0;3;202110-202112;69;39;202110-202112;69;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller p;Jeg har den uddannelse, som er en forudsætning for jobbet;De kompetencer, jeg fik fra uddannelsen;Studiejob;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);202110-202112;68;Tekniske kompetencer;Anvendelse af teori og metode inden for mit fagområde;Min evne til at arbejde struktureret og overholde deadlines;Tilegnelse af ny viden;Omsætte teori til praksis;202110-202112;68;69;3,66;202110-202112;68;69;3,94;202110-202112;69;1;99;0;;;;;;;;;;Ingen data;;;;
udb2-driftsteknolog;280041;www.ug.dk/uddannelser/erhvervsakademiuddannelser/tekniskeogteknologiskeuddannelser/driftsteknolog-offshore;513900;Driftsteknolog offshore;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;561427;Erhvervsakademi SydVest;561;Esbjerg;1083;Syddanmark;201910-202209;30;43;;E2021/F2022;23;298;0;201911-202111;81;41;12;9;38;100;0;100;90;Industri;Vandforsyning og renovation;Energiforsyning;Øvrige brancher;84;201904-202212;28;5;;201901-202112;6;31.3;28.2;39.1;Institutionstal for undergruppe: Tekniske område, EA;Ingen data;;;Institutionstal for undergruppe: Tekniske område, EA;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;12,5;12,5;E2021/F2022;0;75;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;Ingen data;;
udb2-driftsteknolog;999999;www.ug.dk/uddannelser/erhvervsakademiuddannelser/tekniskeogteknologiskeuddannelser/driftsteknolog-offshore;513900;Driftsteknolog offshore;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;30;43;;E2021/F2022;23;298;0;201911-202111;81;41;12;9;38;100;0;100;90;Industri;Vandforsyning og renovation;Energiforsyning;Øvrige brancher;84;201904-202212;28;5;;201901-202112;6;;;;;Ingen data;;;Landstal for undergruppe: Tekniske område, EA;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;12,5;12,5;E2021/F2022;0;75;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;Ingen data;;
udb2-edesigner;101612;www.ug.dk/uddannelser/erhvervsakademiuddannelser/designfagliveakademiuddannelser/entreprenoerskab-og-design;513,700,557,300,557,000;Entreprenørskab og design;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;101604;Københavns Erhvervsakademi (KEA);101;København;1084;Hovedstaden;201910-202209;254;9;;E2021/F2022;4;129;218;201911-202111;482;27;13;10;50;100;100;18;91;Handel;Videnservice;Sundhed og socialvæsen;Øvrige brancher;87;201904-202212;197;10;;201901-202112;58;20.95;13.9;26;;Ingen data;;;;Ingen data;;;;;;100;57;202110-202112;98;100;3,99;202110-202112;99;100;4,05;100;100;3,62;202110-202112;202110-202112;99;100;4,09;202110-202112;99;100;4;39;64;96;15;82;91;202110-202112;100;100;3,99;12,5;12,5;E2021/F2022;0;75;202110-202112;100;100;4,53;202110-202112;100;100;3,59;202110-202112;97;100;3,94;202110-202112;97;100;3,95;202110-202112;100;Projektarbejde (både individuelt og i grupper);Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Selvstudie (forberedelse, læsning, hjemmeopgaver);Faglig vejledning fra din underviser;202110-202112;99;100;3,64;1;12;33;29;24;202110-202112;99;100;3,51;1;19;32;23;24;202110-202112;100;100;4,01;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;Ingen data;;
